leading_item_id,following_item_id,value
QVLMOEYE,GYHKIVQT,15789498
KFQSHBNH,ZKENOUDA,373089
JPBRUTWP,RAWUKQMJ,3602369
ATLDMDBO,APQGTRMF,25527
APQGTRMF,XUOIQPFL,2585695
APQGTRMF,RAWUKQMJ,3602369
KJNSOAHR,ZCELVYQU,137442
BTMOEMEP,RCBZUSIM,7614
DNMPSKTB,QVLMOEYE,967095
LSOIUSXD,XUOIQPFL,2585695
ELQGMQWE,LLHREMKS,45947
XUOIQPFL,OKMBFVKS,1836910
LRVGFDFM,RCBZUSIM,7614
QJQJSWFU,VWMBASNE,88480
DNMPSKTB,VWMBASNE,88480
FTSVTTSR,SNHYOVBM,454644
SAAYMURU,SUOYXCHP,418
WBLJNPZQ,VMAQSTJE,34540
BTMOEMEP,LRVGFDFM,11241783
QVLMOEYE,WBLJNPZQ,149247
QRKRBYJL,LRVGFDFM,11241783
FTSVTTSR,LLHREMKS,45947
HXYSSRXE,PYZMVUWD,4701
TANNMIMB,LUENUFGA,3702768
JBVHSUWY,NAQIHUKZ,0
BSRMSVTC,TANNMIMB,0
AANGBULD,DDEXPPXU,14150
JBVHSUWY,RUVXNNVA,0
NAQIHUKZ,RUVXNNVA,0
CCLHWFWF,LSOIUSXD,206972
LTOYKIML,DEWLVASR,417754
QKXNTIIB,UQYUIVVR,5026263
BLANHGYY,PLMZALFA,0
HCDTGMST,LUENUFGA,3702768
RCBZUSIM,JBVHSUWY,322065
WBLJNPZQ,UIFPPCLR,81900
DNMPSKTB,BEZYMBBT,3486807
GKQIJYDH,RJCAXSGH,4423848
BJALXPFS,SNHYOVBM,454644
SDWAYPIK,UXSPKBJR,490897
WHPUAOID,XIIEJNEE,80681
BLANHGYY,LUENUFGA,3702768
SAHWCZNH,MIRCVAMV,44884
LRVGFDFM,VWMBASNE,88480
RCBZUSIM,APQGTRMF,25527
HXYSSRXE,BLANHGYY,32823
GIKPEWTY,WBLJNPZQ,149247
RJGPVEXX,KJNSOAHR,13964898
RJGPVEXX,FRHNWLNI,968919
VBYCLTYZ,WQMVCOEM,42718
GYHKIVQT,UIFPPCLR,81900
HXYSSRXE,GYHKIVQT,15789498
QRKRBYJL,HXYSSRXE,5356483
QRKRBYJL,WBLJNPZQ,149247
FQCLOEXA,BSRMSVTC,285558
WBLJNPZQ,MIRCVAMV,44884
ZKENOUDA,NAQIHUKZ,0
GYHKIVQT,AXULOHBQ,73175
DBWLZWNK,DJBLNPNC,1044
NZKBIBNU,ZKENOUDA,373089
JPBRUTWP,PYZMVUWD,4701
ZGJXVMNI,JSLXRQOK,8039
EVBVXETX,UXSPKBJR,490897
UXSPKBJR,BLANHGYY,32823
VUAFAIYJ,WHPUAOID,24027
BTMOEMEP,GYHKIVQT,15789498
TGOELCAG,TANNMIMB,0
KEUWZRKO,NZKBIBNU,249213
HXYSSRXE,SUOYXCHP,418
DNMPSKTB,XIIEJNEE,80681
QSDCUCLB,XIIEJNEE,80681
IGDVVKUD,SDWAYPIK,5358826
BSRMSVTC,FITUEHWN,78659
BLANHGYY,JPBRUTWP,5601918
FDXPMYGF,VMAQSTJE,34540
DNMPSKTB,VMAQSTJE,34540
QRKRBYJL,OXKURKXR,98073
VBYCLTYZ,XUOIQPFL,2585695
BEZYMBBT,WBLJNPZQ,149247
APQGTRMF,ANWUJOKX,0
FWUCPMMW,FRHNWLNI,968919
DJBLNPNC,UXSPKBJR,490897
ZGJXVMNI,KJNSOAHR,13964898
OKMBFVKS,ATLDMDBO,42136251
NZKBIBNU,KJNSOAHR,13964898
KJNSOAHR,FCYBOAXC,111121953
KJNSOAHR,GKQIJYDH,6426763
WBLJNPZQ,OGAFEHLU,0
APQGTRMF,DUCMGGNW,640042
OJIFIHMZ,STZDBITS,20910300
TANNMIMB,SAHWCZNH,2023633
ROACSLMG,APQGTRMF,25527
OGAFEHLU,DJBLNPNC,1044
JPBRUTWP,VWMBASNE,88480
ANWUJOKX,RAWUKQMJ,3602369
JBVHSUWY,VMAQSTJE,34540
NAQIHUKZ,LLHREMKS,45947
TGOELCAG,QSDCUCLB,4
XIPPENFQ,AHMDUILJ,106090
VMAQSTJE,WBLJNPZQ,149247
LRVGFDFM,ANWUJOKX,0
BTMOEMEP,ATLDMDBO,42136251
QRKRBYJL,XUOIQPFL,2585695
OJIFIHMZ,JERHKLYW,11200
IGDVVKUD,DJBLNPNC,1044
ANWUJOKX,BLANHGYY,32823
DBWLZWNK,AXULOHBQ,73175
DJBLNPNC,DUCMGGNW,640042
BTMOEMEP,APQGTRMF,25527
FWUCPMMW,FDXPMYGF,2013
GYHKIVQT,KEUWZRKO,413339
LRVGFDFM,XUOIQPFL,2585695
JPBRUTWP,AXULOHBQ,73175
OGAFEHLU,QRKRBYJL,2217855
FRHNWLNI,BJALXPFS,134992
CCLHWFWF,LRVGFDFM,11241783
QRKRBYJL,UGEQLMXM,173044
ZKENOUDA,RUVXNNVA,0
FITUEHWN,STZDBITS,20910300
JPBRUTWP,GYHKIVQT,15789498
UGEQLMXM,ANWUJOKX,0
APQGTRMF,BEZYMBBT,3486807
DJBLNPNC,BSRMSVTC,285558
FQCLOEXA,BLANHGYY,32823
BEZYMBBT,QRKRBYJL,2217855
APQGTRMF,DNMPSKTB,5167499
XIIEJNEE,SDWAYPIK,5358826
WBLJNPZQ,BJALXPFS,134992
FQCLOEXA,FRHNWLNI,968919
GYHKIVQT,HXYSSRXE,5356483
RJGPVEXX,KEUWZRKO,413339
WPQXWHYO,KFQSHBNH,9654609
HXYSSRXE,FDXPMYGF,2013
QRKRBYJL,WQMVCOEM,42718
XIIEJNEE,ATLDMDBO,42136251
OGAFEHLU,DUCMGGNW,640042
VBYCLTYZ,RAWUKQMJ,3602369
FTSVTTSR,RUVXNNVA,0
VBYCLTYZ,UGEQLMXM,173044
EVBVXETX,HXYSSRXE,5356483
XUOIQPFL,APQGTRMF,25527
RJGPVEXX,NAQIHUKZ,0
EVBVXETX,ANWUJOKX,0
ZXERAXWP,FITUEHWN,78659
JPBRUTWP,DNMPSKTB,5167499
VUAFAIYJ,CCLHWFWF,14101580
ROACSLMG,HXYSSRXE,5356483
OKMBFVKS,APQGTRMF,25527
VUAFAIYJ,APQGTRMF,25527
NAQIHUKZ,KAGJCHMR,5743
IGDVVKUD,ROACSLMG,2165616
AHMDUILJ,ATLDMDBO,42136251
UXSPKBJR,OJIFIHMZ,2537263
IGDVVKUD,LRVGFDFM,11241783
JPBRUTWP,XUOIQPFL,2585695
OXKURKXR,NAQIHUKZ,0
ZGJXVMNI,NZKBIBNU,249213
LPHPPJUG,AANGBULD,324918
LUENUFGA,ZGJXVMNI,2630438
WQMVCOEM,FDXPMYGF,2013
ZGJXVMNI,ZKENOUDA,373089
WBLJNPZQ,QSDCUCLB,4
JPBRUTWP,DBWLZWNK,162894
KJNSOAHR,VBYCLTYZ,360914
JSLXRQOK,KJNSOAHR,13964898
APQGTRMF,DBWLZWNK,162894
FQCLOEXA,ZXERAXWP,27197
LSOIUSXD,WBLJNPZQ,149247
SDWAYPIK,QJQJSWFU,126736
ZKENOUDA,RJGPVEXX,605191
FQCLOEXA,ZCELVYQU,137442
DJBLNPNC,BLANHGYY,32823
BLANHGYY,BJALXPFS,134992
XUOIQPFL,UIFPPCLR,81900
QSDCUCLB,DUCMGGNW,640042
JBVHSUWY,KJNSOAHR,13964898
FRHNWLNI,BLANHGYY,32823
RAWUKQMJ,VMAQSTJE,34540
SNHYOVBM,FDXPMYGF,2013
LLHREMKS,LSOIUSXD,206972
GIKPEWTY,LLHREMKS,45947
WBLJNPZQ,ZGJXVMNI,2630438
FITUEHWN,TANNMIMB,0
BTMOEMEP,FDXPMYGF,2013
FITUEHWN,XMKRPGLB,1398564
LRVGFDFM,BTMOEMEP,13823982
ATLDMDBO,SDWAYPIK,5358826
LRVGFDFM,QRKRBYJL,2217855
HXYSSRXE,ATLDMDBO,42136251
DNMPSKTB,UIFPPCLR,81900
RJGPVEXX,EVBVXETX,5157814
BEZYMBBT,OKMBFVKS,1836910
VUAFAIYJ,VWMBASNE,88480
IGDVVKUD,SNHYOVBM,454644
RCBZUSIM,GIKPEWTY,0
EVBVXETX,FQCLOEXA,1906189
DEWLVASR,KFQSHBNH,9654609
KEUWZRKO,WPQXWHYO,10908449
BTMOEMEP,DNMPSKTB,5167499
WBLJNPZQ,TANNMIMB,0
AANGBULD,GKQIJYDH,6426763
RUVXNNVA,KFQSHBNH,9654609
NZKBIBNU,WPQXWHYO,10908449
PYZMVUWD,MIRCVAMV,44884
XUOIQPFL,IGDVVKUD,12326
UXSPKBJR,FITUEHWN,78659
EVBVXETX,KEUWZRKO,413339
HCDTGMST,XIFHSOWQ,72107
AANGBULD,XIIEJNEE,80681
FDXPMYGF,HCDTGMST,61169
FITUEHWN,RCBZUSIM,7614
ZXERAXWP,RJCAXSGH,4423848
APQGTRMF,VMAQSTJE,34540
SDWAYPIK,DNMPSKTB,5167499
XUOIQPFL,QRKRBYJL,2217855
KEUWZRKO,XIPPENFQ,102552
QKXNTIIB,XIIEJNEE,80681
ZXERAXWP,FTSVTTSR,170404
FRHNWLNI,RAWUKQMJ,3602369
FITUEHWN,WBLJNPZQ,149247
ELQGMQWE,OKMBFVKS,1836910
JSLXRQOK,GIKPEWTY,0
WBLJNPZQ,VUAFAIYJ,582844
PYZMVUWD,QJQJSWFU,126736
WBLJNPZQ,XIFHSOWQ,72107
RJGPVEXX,RJCAXSGH,4423848
OKMBFVKS,ELQGMQWE,711795
QRKRBYJL,AXULOHBQ,73175
LRVGFDFM,DJBLNPNC,1044
FDXPMYGF,DUCMGGNW,640042
SDWAYPIK,APQGTRMF,25527
BEZYMBBT,ELQGMQWE,711795
LTOYKIML,LLHREMKS,45947
QVLMOEYE,BSRMSVTC,285558
BEZYMBBT,DNMPSKTB,5167499
MBSBZBXA,JERHKLYW,11200
PYZMVUWD,AHMDUILJ,106090
DEWLVASR,ZKENOUDA,373089
QSDCUCLB,FRHNWLNI,968919
BTMOEMEP,FRHNWLNI,968919
LRVGFDFM,QVLMOEYE,967095
EVBVXETX,FDXPMYGF,2013
OGAFEHLU,APQGTRMF,25527
BTMOEMEP,LPHPPJUG,1222239
XIIEJNEE,SNHYOVBM,454644
SDWAYPIK,BSRMSVTC,285558
HXYSSRXE,TANNMIMB,0
XUOIQPFL,BTMOEMEP,13823982
WBLJNPZQ,DBWLZWNK,162894
IGDVVKUD,BLANHGYY,32823
BJALXPFS,PLMZALFA,0
APQGTRMF,SDWAYPIK,5358826
RJCAXSGH,ZXERAXWP,27197
WBLJNPZQ,LTOYKIML,379221
TANNMIMB,PYZMVUWD,4701
OKMBFVKS,RJCAXSGH,4423848
UIFPPCLR,RJCAXSGH,4423848
ZKENOUDA,FTSVTTSR,170404
RAWUKQMJ,BJALXPFS,134992
NAQIHUKZ,FTSVTTSR,170404
APQGTRMF,BSRMSVTC,285558
QJQJSWFU,QVLMOEYE,967095
BTMOEMEP,HXYSSRXE,5356483
MIRCVAMV,DDEXPPXU,14150
DBWLZWNK,FDXPMYGF,2013
XUOIQPFL,GYHKIVQT,15789498
OKMBFVKS,JPBRUTWP,5601918
XIIEJNEE,BTMOEMEP,13823982
PLMZALFA,QKXNTIIB,2541941
LPHPPJUG,JSLXRQOK,8039
LRVGFDFM,LSOIUSXD,206972
WPQXWHYO,RJCAXSGH,4423848
AXULOHBQ,PYZMVUWD,4701
LRVGFDFM,XIIEJNEE,80681
XIFHSOWQ,MIRCVAMV,44884
OGAFEHLU,XIIEJNEE,80681
ATLDMDBO,OGAFEHLU,0
XIFHSOWQ,UXSPKBJR,490897
WBLJNPZQ,UGEQLMXM,173044
QSDCUCLB,SAAYMURU,26666
AXULOHBQ,VMAQSTJE,34540
FRHNWLNI,UGEQLMXM,173044
LLHREMKS,FWUCPMMW,9048
RJCAXSGH,FWUCPMMW,9048
JBVHSUWY,LLHREMKS,45947
DEWLVASR,ELQGMQWE,711795
NZKBIBNU,KEUWZRKO,413339
BEZYMBBT,ATLDMDBO,42136251
HXYSSRXE,OGAFEHLU,0
BEZYMBBT,HXYSSRXE,5356483
LRVGFDFM,OKMBFVKS,1836910
PLMZALFA,XIPPENFQ,102552
ATLDMDBO,GYHKIVQT,15789498
DNMPSKTB,AXULOHBQ,73175
DEWLVASR,RJCAXSGH,4423848
LRVGFDFM,APQGTRMF,25527
OGAFEHLU,JPBRUTWP,5601918
RJCAXSGH,KJNSOAHR,13964898
SDWAYPIK,HXYSSRXE,5356483
BTMOEMEP,QRKRBYJL,2217855
APQGTRMF,OGAFEHLU,0
QRKRBYJL,RAWUKQMJ,3602369
BTMOEMEP,XIIEJNEE,80681
OGAFEHLU,AHMDUILJ,106090
FDXPMYGF,LUENUFGA,3702768
KEUWZRKO,MIRCVAMV,44884
QVLMOEYE,BJALXPFS,134992
JBVHSUWY,UIFPPCLR,81900
QVLMOEYE,RAWUKQMJ,3602369
LSOIUSXD,DUCMGGNW,640042
GYHKIVQT,BSRMSVTC,285558
UGEQLMXM,HXYSSRXE,5356483
FRHNWLNI,LRVGFDFM,11241783
ZCELVYQU,ANWUJOKX,0
JSLXRQOK,RUVXNNVA,0
ATLDMDBO,DNMPSKTB,5167499
APQGTRMF,ATLDMDBO,42136251
UXSPKBJR,GYHKIVQT,15789498
OKMBFVKS,DNMPSKTB,5167499
XUOIQPFL,HXYSSRXE,5356483
OKMBFVKS,KFQSHBNH,9654609
SAHWCZNH,NZKBIBNU,249213
APQGTRMF,GYHKIVQT,15789498
XIIEJNEE,QRKRBYJL,2217855
RJGPVEXX,VWMBASNE,88480
GKQIJYDH,FWUCPMMW,9048
DJBLNPNC,WQMVCOEM,42718
RCBZUSIM,QVLMOEYE,967095
GYHKIVQT,SDWAYPIK,5358826
OGAFEHLU,IGDVVKUD,12326
SUOYXCHP,FITUEHWN,78659
SUOYXCHP,PYZMVUWD,4701
SAAYMURU,WHPUAOID,24027
BUZIIBYG,RJGPVEXX,605191
BJALXPFS,SDWAYPIK,5358826
XUOIQPFL,QVLMOEYE,967095
ATLDMDBO,QVLMOEYE,967095
LLHREMKS,AANGBULD,324918
WBLJNPZQ,QVLMOEYE,967095
QRKRBYJL,FDXPMYGF,2013
DUCMGGNW,QSDCUCLB,4
VBYCLTYZ,OKMBFVKS,1836910
WPQXWHYO,KJNSOAHR,13964898
EVBVXETX,QRKRBYJL,2217855
DNMPSKTB,GYHKIVQT,15789498
ZCELVYQU,FDXPMYGF,2013
LRVGFDFM,DNMPSKTB,5167499
FTSVTTSR,FQCLOEXA,1906189
GYHKIVQT,SAHWCZNH,2023633
OXKURKXR,QVLMOEYE,967095
RAWUKQMJ,KEUWZRKO,413339
FTSVTTSR,MBSBZBXA,6160643
XIIEJNEE,AXULOHBQ,73175
APQGTRMF,OXKURKXR,98073
GYHKIVQT,WBLJNPZQ,149247
BLANHGYY,SUOYXCHP,418
FCYBOAXC,FRHNWLNI,968919
JPBRUTWP,ANWUJOKX,0
HXYSSRXE,QVLMOEYE,967095
NAQIHUKZ,MBSBZBXA,6160643
DBWLZWNK,RAWUKQMJ,3602369
QJQJSWFU,UXSPKBJR,490897
CCLHWFWF,DBWLZWNK,162894
ZGJXVMNI,LTOYKIML,379221
JSLXRQOK,LLHREMKS,45947
RJCAXSGH,APQGTRMF,25527
ZGJXVMNI,DEWLVASR,417754
UGEQLMXM,OKMBFVKS,1836910
NZKBIBNU,FITUEHWN,78659
ATLDMDBO,OKMBFVKS,1836910
UGEQLMXM,VWMBASNE,88480
OKMBFVKS,RJGPVEXX,605191
JPBRUTWP,UIFPPCLR,81900
BSRMSVTC,RJGPVEXX,605191
SUOYXCHP,KEUWZRKO,413339
HCDTGMST,ZGJXVMNI,2630438
JBVHSUWY,FTSVTTSR,170404
DBWLZWNK,OKMBFVKS,1836910
ATLDMDBO,XIIEJNEE,80681
JSLXRQOK,DJBLNPNC,1044
RJGPVEXX,DEWLVASR,417754
DDEXPPXU,GKQIJYDH,6426763
PYZMVUWD,XIFHSOWQ,72107
SAAYMURU,FWUCPMMW,9048
ANWUJOKX,DUCMGGNW,640042
RJCAXSGH,BLANHGYY,32823
XUOIQPFL,AXULOHBQ,73175
BJALXPFS,GYHKIVQT,15789498
ROACSLMG,XUOIQPFL,2585695
LPHPPJUG,RJGPVEXX,605191
HXYSSRXE,UGEQLMXM,173044
SDWAYPIK,XUOIQPFL,2585695
FDXPMYGF,SUOYXCHP,418
SDWAYPIK,ATLDMDBO,42136251
LUENUFGA,KAGJCHMR,5743
WBLJNPZQ,GYHKIVQT,15789498
JPBRUTWP,JBVHSUWY,322065
NAQIHUKZ,SAAYMURU,26666
XIPPENFQ,NZKBIBNU,249213
MIRCVAMV,NZKBIBNU,249213
LLHREMKS,ZCELVYQU,137442
ANWUJOKX,DJBLNPNC,1044
RAWUKQMJ,XIFHSOWQ,72107
JPBRUTWP,OXKURKXR,98073
GIKPEWTY,FITUEHWN,78659
DBWLZWNK,DUCMGGNW,640042
FDXPMYGF,FITUEHWN,78659
APQGTRMF,HXYSSRXE,5356483
OGAFEHLU,HXYSSRXE,5356483
APQGTRMF,DJBLNPNC,1044
VMAQSTJE,OJIFIHMZ,2537263
XUOIQPFL,LSOIUSXD,206972
QRKRBYJL,DNMPSKTB,5167499
UIFPPCLR,KFQSHBNH,9654609
ANWUJOKX,QRKRBYJL,2217855
JBVHSUWY,SUOYXCHP,418
BEZYMBBT,QVLMOEYE,967095
ATLDMDBO,AXULOHBQ,73175
GKQIJYDH,YSYHGLQK,4320
WHPUAOID,LLHREMKS,45947
WBLJNPZQ,OXKURKXR,98073
ZGJXVMNI,EVBVXETX,5157814
IGDVVKUD,ANWUJOKX,0
DNMPSKTB,IGDVVKUD,12326
NAQIHUKZ,STZDBITS,20910300
QVLMOEYE,LPHPPJUG,1222239
NAQIHUKZ,ZCELVYQU,137442
OXKURKXR,RAWUKQMJ,3602369
QKXNTIIB,LLHREMKS,45947
ANWUJOKX,AXULOHBQ,73175
SAHWCZNH,ZGJXVMNI,2630438
JBVHSUWY,BEZYMBBT,3486807
KJNSOAHR,QVLMOEYE,967095
UGEQLMXM,AXULOHBQ,73175
PYZMVUWD,UGEQLMXM,173044
AANGBULD,RUVXNNVA,0
ZGJXVMNI,WBLJNPZQ,149247
RJGPVEXX,XIFHSOWQ,72107
KFQSHBNH,AANGBULD,324918
HXYSSRXE,QSDCUCLB,4
BTMOEMEP,QVLMOEYE,967095
VMAQSTJE,UIFPPCLR,81900
VBYCLTYZ,LPHPPJUG,1222239
BTMOEMEP,BLANHGYY,32823
LUENUFGA,TANNMIMB,0
UIFPPCLR,OKMBFVKS,1836910
AXULOHBQ,LUENUFGA,3702768
ANWUJOKX,SDWAYPIK,5358826
LSOIUSXD,XIFHSOWQ,72107
BTMOEMEP,IGDVVKUD,12326
FQCLOEXA,FWUCPMMW,9048
SDWAYPIK,LSOIUSXD,206972
MBSBZBXA,HCDTGMST,61169
ELQGMQWE,WBLJNPZQ,149247
OGAFEHLU,XUOIQPFL,2585695
FDXPMYGF,WQMVCOEM,42718
OKMBFVKS,ZXERAXWP,27197
ATLDMDBO,JPBRUTWP,5601918
BLANHGYY,HXYSSRXE,5356483
LLHREMKS,BLANHGYY,32823
OGAFEHLU,FRHNWLNI,968919
DJBLNPNC,ANWUJOKX,0
UIFPPCLR,KJNSOAHR,13964898
BSRMSVTC,WPQXWHYO,10908449
OKMBFVKS,FQCLOEXA,1906189
XIIEJNEE,DJBLNPNC,1044
SDWAYPIK,AXULOHBQ,73175
KJNSOAHR,QSDCUCLB,4
ANWUJOKX,PLMZALFA,0
RAWUKQMJ,JBVHSUWY,322065
RJCAXSGH,UIFPPCLR,81900
UGEQLMXM,OXKURKXR,98073
BTMOEMEP,OGAFEHLU,0
LSOIUSXD,MIRCVAMV,44884
DJBLNPNC,FRHNWLNI,968919
DEWLVASR,FTSVTTSR,170404
XIIEJNEE,IGDVVKUD,12326
DEWLVASR,ZXERAXWP,27197
BLANHGYY,WBLJNPZQ,149247
UGEQLMXM,JPBRUTWP,5601918
LPHPPJUG,AXULOHBQ,73175
FTSVTTSR,GKQIJYDH,6426763
KEUWZRKO,FRHNWLNI,968919
DBWLZWNK,GIKPEWTY,0
RJCAXSGH,ZCELVYQU,137442
OGAFEHLU,SDWAYPIK,5358826
LRVGFDFM,ATLDMDBO,42136251
VBYCLTYZ,ELQGMQWE,711795
MIRCVAMV,LTOYKIML,379221
IGDVVKUD,WQMVCOEM,42718
EVBVXETX,BJALXPFS,134992
RCBZUSIM,BTMOEMEP,13823982
IGDVVKUD,BTMOEMEP,13823982
BUZIIBYG,BTMOEMEP,13823982
ZKENOUDA,ZCELVYQU,137442
SDWAYPIK,WQMVCOEM,42718
JPBRUTWP,RJCAXSGH,4423848
XIIEJNEE,ANWUJOKX,0
UGEQLMXM,UXSPKBJR,490897
QKXNTIIB,CCLHWFWF,14101580
AANGBULD,FTSVTTSR,170404
GIKPEWTY,ZXERAXWP,27197
VMAQSTJE,XIPPENFQ,102552
WQMVCOEM,PLMZALFA,0
DBWLZWNK,BJALXPFS,134992
AHMDUILJ,LRVGFDFM,11241783
KJNSOAHR,IGDVVKUD,12326
FTSVTTSR,ELQGMQWE,711795
RCBZUSIM,BJALXPFS,134992
FRHNWLNI,QVLMOEYE,967095
QSDCUCLB,UXSPKBJR,490897
IGDVVKUD,QVLMOEYE,967095
TGOELCAG,JERHKLYW,11200
ZGJXVMNI,NAQIHUKZ,0
CCLHWFWF,FWUCPMMW,9048
JPBRUTWP,BTMOEMEP,13823982
BLANHGYY,VMAQSTJE,34540
RCBZUSIM,FRHNWLNI,968919
QKXNTIIB,FTSVTTSR,170404
QRKRBYJL,LPHPPJUG,1222239
BEZYMBBT,KFQSHBNH,9654609
OGAFEHLU,ATLDMDBO,42136251
OGAFEHLU,BTMOEMEP,13823982
GYHKIVQT,OKMBFVKS,1836910
OXKURKXR,APQGTRMF,25527
XUOIQPFL,LPHPPJUG,1222239
BUZIIBYG,WPQXWHYO,10908449
KJNSOAHR,JPBRUTWP,5601918
RAWUKQMJ,FDXPMYGF,2013
WHPUAOID,KEUWZRKO,413339
QRKRBYJL,BUZIIBYG,15330505
SAHWCZNH,XIPPENFQ,102552
RCBZUSIM,WBLJNPZQ,149247
LRVGFDFM,JPBRUTWP,5601918
MIRCVAMV,DBWLZWNK,162894
LRVGFDFM,UXSPKBJR,490897
BEZYMBBT,RJCAXSGH,4423848
UGEQLMXM,BLANHGYY,32823
GYHKIVQT,JPBRUTWP,5601918
JBVHSUWY,LTOYKIML,379221
QKXNTIIB,RUVXNNVA,0
ATLDMDBO,HXYSSRXE,5356483
SDWAYPIK,KFQSHBNH,9654609
XIIEJNEE,UXSPKBJR,490897
BLANHGYY,KEUWZRKO,413339
JPBRUTWP,ELQGMQWE,711795
BJALXPFS,QRKRBYJL,2217855
HXYSSRXE,VMAQSTJE,34540
KFQSHBNH,FWUCPMMW,9048
CCLHWFWF,QVLMOEYE,967095
IGDVVKUD,WHPUAOID,24027
SAHWCZNH,FRHNWLNI,968919
OKMBFVKS,ZGJXVMNI,2630438
MBSBZBXA,QSDCUCLB,4
BUZIIBYG,DJBLNPNC,1044
QJQJSWFU,ANWUJOKX,0
SUOYXCHP,SAAYMURU,26666
HCDTGMST,TANNMIMB,0
JSLXRQOK,FTSVTTSR,170404
LLHREMKS,KFQSHBNH,9654609
QSDCUCLB,OKMBFVKS,1836910
NZKBIBNU,FTSVTTSR,170404
FRHNWLNI,LPHPPJUG,1222239
JBVHSUWY,ELQGMQWE,711795
HXYSSRXE,LPHPPJUG,1222239
SAAYMURU,HCDTGMST,61169
JPBRUTWP,FDXPMYGF,2013
VMAQSTJE,VWMBASNE,88480
WPQXWHYO,XIFHSOWQ,72107
EVBVXETX,VBYCLTYZ,360914
ZXERAXWP,WHPUAOID,24027
BUZIIBYG,FWUCPMMW,9048
OGAFEHLU,BEZYMBBT,3486807
KJNSOAHR,ZXERAXWP,27197
FDXPMYGF,TANNMIMB,0
FWUCPMMW,XIIEJNEE,80681
OXKURKXR,ATLDMDBO,42136251
ROACSLMG,WQMVCOEM,42718
JSLXRQOK,KAGJCHMR,5743
QKXNTIIB,SNHYOVBM,454644
QRKRBYJL,BJALXPFS,134992
OXKURKXR,HXYSSRXE,5356483
RCBZUSIM,YSYHGLQK,4320
BLANHGYY,PYZMVUWD,4701
RJCAXSGH,YSYHGLQK,4320
SAAYMURU,FITUEHWN,78659
RUVXNNVA,ZXERAXWP,27197
XIIEJNEE,LRVGFDFM,11241783
ANWUJOKX,FDXPMYGF,2013
RCBZUSIM,ANWUJOKX,0
AANGBULD,RJCAXSGH,4423848
DEWLVASR,EVBVXETX,5157814
WQMVCOEM,TANNMIMB,0
OXKURKXR,SDWAYPIK,5358826
ZCELVYQU,LSOIUSXD,206972
KFQSHBNH,YSYHGLQK,4320
LLHREMKS,RJCAXSGH,4423848
KFQSHBNH,BLANHGYY,32823
WQMVCOEM,KEUWZRKO,413339
KJNSOAHR,RCBZUSIM,7614
LLHREMKS,XIIEJNEE,80681
JPBRUTWP,LPHPPJUG,1222239
NZKBIBNU,XIFHSOWQ,72107
UQYUIVVR,OGAFEHLU,0
BJALXPFS,KEUWZRKO,413339
OGAFEHLU,MIRCVAMV,44884
GIKPEWTY,WQMVCOEM,42718
QVLMOEYE,ELQGMQWE,711795
DNMPSKTB,RJGPVEXX,605191
UGEQLMXM,ROACSLMG,2165616
SAAYMURU,PLMZALFA,0
BLANHGYY,FITUEHWN,78659
WBLJNPZQ,ZKENOUDA,373089
GYHKIVQT,LPHPPJUG,1222239
LLHREMKS,WHPUAOID,24027
ZKENOUDA,FITUEHWN,78659
AXULOHBQ,XUOIQPFL,2585695
DJBLNPNC,WBLJNPZQ,149247
FTSVTTSR,ZXERAXWP,27197
NZKBIBNU,ELQGMQWE,711795
UGEQLMXM,DNMPSKTB,5167499
QSDCUCLB,BTMOEMEP,13823982
KAGJCHMR,FWUCPMMW,9048
SUOYXCHP,TANNMIMB,0
RJGPVEXX,SDWAYPIK,5358826
JPBRUTWP,LSOIUSXD,206972
KJNSOAHR,UGEQLMXM,173044
DNMPSKTB,QJQJSWFU,126736
ELQGMQWE,DEWLVASR,417754
ZGJXVMNI,KEUWZRKO,413339
APQGTRMF,FDXPMYGF,2013
GIKPEWTY,TGOELCAG,174754
MBSBZBXA,TGOELCAG,174754
FQCLOEXA,SAHWCZNH,2023633
LSOIUSXD,UIFPPCLR,81900
BSRMSVTC,HCDTGMST,61169
AXULOHBQ,OGAFEHLU,0
NZKBIBNU,NAQIHUKZ,0
UXSPKBJR,KEUWZRKO,413339
FDXPMYGF,QSDCUCLB,4
LRVGFDFM,HXYSSRXE,5356483
ATLDMDBO,JBVHSUWY,322065
OXKURKXR,RCBZUSIM,7614
WQMVCOEM,BLANHGYY,32823
HXYSSRXE,XIFHSOWQ,72107
OXKURKXR,IGDVVKUD,12326
RUVXNNVA,XIIEJNEE,80681
JSLXRQOK,SAAYMURU,26666
SDWAYPIK,LPHPPJUG,1222239
YSYHGLQK,LPHPPJUG,1222239
FDXPMYGF,PYZMVUWD,4701
DNMPSKTB,DJBLNPNC,1044
AHMDUILJ,BUZIIBYG,15330505
VUAFAIYJ,UGEQLMXM,173044
JERHKLYW,VUAFAIYJ,582844
XIIEJNEE,BLANHGYY,32823
AXULOHBQ,DNMPSKTB,5167499
EVBVXETX,DNMPSKTB,5167499
SDWAYPIK,VMAQSTJE,34540
SAAYMURU,VMAQSTJE,34540
TANNMIMB,MIRCVAMV,44884
OXKURKXR,QRKRBYJL,2217855
UGEQLMXM,RAWUKQMJ,3602369
DNMPSKTB,XIFHSOWQ,72107
ZKENOUDA,DEWLVASR,417754
